APPROACH TYPE,TOPIC_LEVEL_1 / ROLE_NAME,CATEGORY-2,CATEGORY-3,CATEGORY-4,CATEGORY-5,CATEGORY-6
topic-based,analytics,statistics & probability,descriptive statistics,graphical summaries,scatter plots,trend identification
topic-based,analytics,statistics & probability,descriptive statistics,graphical summaries,scatter plots,outlier detection
topic-based,analytics,statistics & probability,descriptive statistics,graphical summaries,bar charts,categorical data
topic-based,analytics,statistics & probability,descriptive statistics,graphical summaries,bar charts,grouped bar charts
topic-based,analytics,statistics & probability,descriptive statistics,graphical summaries,bar charts,stacked bar charts
topic-based,analytics,statistics & probability,probability theory,basic probability,probability axioms,non-negativity
topic-based,analytics,statistics & probability,probability theory,basic probability,probability axioms,normalization
topic-based,analytics,statistics & probability,probability theory,basic probability,probability axioms,countable additivity
topic-based,analytics,statistics & probability,probability theory,basic probability,sample space,discrete sample space
topic-based,analytics,statistics & probability,probability theory,basic probability,sample space,continuous sample space
topic-based,analytics,statistics & probability,probability theory,basic probability,sample space,finite sample space
topic-based,analytics,statistics & probability,probability theory,basic probability,events,simple events
topic-based,analytics,statistics & probability,probability theory,basic probability,events,compound events
topic-based,analytics,statistics & probability,probability theory,basic probability,events,mutually exclusive events
topic-based,analytics,statistics & probability,probability theory,conditional probability,conditional events,independence
topic-based,analytics,statistics & probability,probability theory,conditional probability,conditional events,dependence
topic-based,analytics,statistics & probability,probability theory,conditional probability,conditional events,conditional independence
topic-based,analytics,statistics & probability,probability theory,conditional probability,bayes' theorem,prior probability
topic-based,analytics,statistics & probability,probability theory,conditional probability,bayes' theorem,likelihood
topic-based,analytics,statistics & probability,probability theory,conditional probability,bayes' theorem,posterior probability
topic-based,analytics,statistics & probability,probability theory,conditional probability,law of total probability,partition theorem
topic-based,analytics,statistics & probability,probability theory,conditional probability,law of total probability,marginal probability
topic-based,analytics,statistics & probability,probability theory,probability distributions,discrete distributions,binomial distribution
topic-based,analytics,statistics & probability,probability theory,probability distributions,discrete distributions,poisson distribution
topic-based,analytics,statistics & probability,probability theory,probability distributions,discrete distributions,geometric distribution
topic-based,analytics,statistics & probability,probability theory,probability distributions,discrete distributions,hypergeometric distribution
